ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt,item_keyword,item_category,item_brand,customer,supplier,competitor
346000-KR,EF0000000300,HANARO KAP초장기국고채,NH-Amundi HANARO KAP Ultra Long-term KTB ETF,목표듀레이션 16년으로 금리 하락 시 높은 수익 기대하는 국내 최장기 ETF,KRX,4.99,"['NH-AMUNDI HANARO KAP 초장기국고채증권상장지수투자신탁(채권-파', 'ETF', '상장지수', 'NH-Amundi', 'HANARO KAP초장기국고채', '346000']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 5}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
251890-KR,EF0000000301,KINDEX 코스닥(합성),KIM KINDEX KOSDAQ ETF(Synth) Units,코스닥 시장에 상장된 전체 종목에 투자하며 코스닥 수익률을 추종하는 ETF,KRX,7.13,"['한국투자KINDEX코스닥증권상장지수투자신탁(주식-파생형)(합', '한국투자', 'ETF', '상장지수', 'KINDEX 코스닥(합성)', '251890']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 8}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
354240-KR,EF0000000302,KBSTAR 미국고정배당우선증권ICE TR,KB KBSTAR U.S. Preferred Securities ICE TR ETF,주식과 채권의 속성을 동시에 보유한 고정 배당 우선 증권에 투자하는 ETF,KRX,7.25,"['KB KBSTAR 미국고정배당우선증권ICE TR증권상장지수투자신탁(주', 'KB', 'ETF', '상장지수', 'KBSTAR 미국고정배당우선증권ICE TR', '354240']","[{'category_topc_id': 'EC0000000011', 'category': '해외혼합', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
375270-KR,EF0000000296,KBSTAR 글로벌데이터센터리츠나스닥(합성),KB KBSTAR Global Data Center REITs Nasdaq ETF(SYNTH) Units,"5G · 클라우드 등, 언택트 시대의 데이터 트래픽 증가 수혜를 누릴 수 있는 데이터센터와 인프라 리츠에 투자하는 국내 최초의 ETF",KRX,8.6,"['KB KBSTAR 글로벌데이터센터리츠나스닥부동산상장지수투자신', 'ETF', '상장지수', 'KB', 'KBSTAR 글로벌데이터센터리츠나스닥(합성)', '375270']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 8}, {'category_topc_id': 'IC0200010000', 'category': '데이터 센터 서비스', 'wght_val': 80}, {'category_topc_id': 'UC0200000000', 'category': '데이터 센터', 'wght_val': 80}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
379790-KR,EF0000000297,KBSTAR 유로스탁스50(H),KB KBSTAR EURO STOXX 50(H) ETF,유럽 대표지수인 EURO STOXX 50를 추종하는 ETF,KRX,5.83,"['KB KBSTAR 유로스탁스50증권상장지수투자신탁(주식)(H)', 'ETF', '상장지수', 'KB', 'KBSTAR 유로스탁스50(H)', '379790']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 8}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
131890-KR,EF0000000298,KINDEX 삼성그룹동일가중,KINDEX Samsung Group Equal Weighted ETF,삼성그룹의 핵심계열사에 기업가치 상승을 반영하여 동일가중으로 투자하는 ETF,KRX,7.09,"['한국KINDEX 삼성그룹주동일가중증권 상장지수투자신탁 (주식)', '한국투자', 'ETF', '상장지수', 'KINDEX 삼성그룹동일가중', '131890']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 8}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
105010-KR,EF0000000303,TIGER 라틴35,Mirae Asset Tiger Latin ETF,BRICs의 한 축을 담당하는 브라질 등 중남미 지역 대형주 35종목에 분산투자하는 ETF,KRX,4.81,"['미래에셋맵스 TIGER 라틴35 증권상장지수투자신탁(주식)', '미래에셋맵스', 'ETF', '상장지수', 'TIGER 라틴35', '105010']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
275280-KR,EF0000000304,KODEX MSCI모멘텀,SAMSUNG KODEX MSCI Momentum ETF,가격모멘텀 상위 종목으로 구성된 ETF,KRX,6.28,"['삼성 KODEX MSCI모멘텀증권상장지수투자신탁(주식형)', '삼성', 'ETF', '상장지수', 'KODEX MSCI모멘텀', '275280']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
261140-KR,EF0000000305,TIGER 우선주,Mirae Asset Tiger Preferred Stock ETF,시장규모？유동성？배당 성장 등을 고려한 우량 우선주로 구성된 ETF,KRX,6.66,"['미래에셋 TIGER 우선주증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 우선주', '261140']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 8}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
148070-KR,EF0000000056,KOSEF 국고채10년,Kiwoom KOSEF 10Y KTB ETF,10년 만기 국고채 수익률을 따라 투자하는 ETF,KRX,182.31,"['키움 KOSEF 국고채10년 증권상장지수투자신탁 (채권)', 'ETF', '상장지수', '키움', 'KOSEF 국고채10년', '148070']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 134}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
332930-KR,EF0000000057,HANARO 200TR,NH-Amundi HANARO 200TR ETF,"코스피 200 지수에 투자하면서, 발생하는 배당 수익의 재투자로 복리효과를 기대할 수 있는 ETF",KRX,168.65,"['NH-AMUNDI HANARO 200TOTAL RETURN증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'NH-Amundi', 'HANARO 200TR', '332930']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 202}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
150460-KR,EF0000000058,TIGER 중국소비테마,Mirae Asset Tiger China Consumer ETF,중국 내수시장 성장의 수혜를 받는 기업으로 구성된 ETF,KRX,108.76,"['미래에셋맵스 TIGER 중국소비테마 증권상장지수투자신탁(주', 'ETF', '상장지수', '미래에셋맵스', 'TIGER 중국소비테마', '150460']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 152}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
326240-KR,EF0000000059,KBSTAR IT플러스,KB KBSTAR IT Plus ETF,완전한 정보기술섹터에 투자하는 ETF,KRX,164.56,"['KB KBSTAR IT플러스증권상장지수투자신탁(주식)', 'KB', 'ETF', '상장지수', 'KBSTAR IT플러스', '326240']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 159}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
325020-KR,EF0000000060,KODEX 배당가치,Samsung Kodex Dividend Value ETF,대형주를 중심으로 배당성향이 높으면서도 밸류 및 수익성 지표가 높은 종목에 투자하는 ETF,KRX,154.08,"['삼성 KODEX 배당가치증권상장지수투자신탁', 'ETF', '상장지수', '삼성', 'KODEX 배당가치', '325020']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 118}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
270810-KR,EF0000000061,KBSTAR 코스닥150,KB KBSTAR KOSDAQ150 ETF,"국내 코스닥 시장 중 시가총액, 유동성, 업종분포 등을 고려하여 선정한 150 종목으로 구성된 ETF",KRX,128.79,"['KB KBSTAR 코스닥150증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'KB', 'KBSTAR 코스닥150', '270810']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 145}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
371160-KR,EF0000000062,TIGER 차이나항셍테크,MIRAE ASSET TIGER China Hang Seng TECH ETF,중국 혁신 테마 기업에 최저 보수(연 0.09%)로 투자하는 ETF ,KRX,269.75,"['미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 차이나항셍테크', '371160']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 172}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
367380-KR,EF0000000063,KINDEX 미국나스닥100,KIM KINDEX US NASDAQ100 ETF Units,"미국 나스닥 증권시장에 상장된 IT, 인터넷 기술주 중심의 시총 상위 100 종목에 투자하는 ETF",KRX,295.83,"['한국투자 KINDEX 미국나스닥100증권상장지수투자신탁(주식)', 'ETF', '상장지수', '한국투자', 'KINDEX 미국나스닥100', '367380']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 134}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
289670-KR,EF0000000351,ARIRANG 국채선물10년,HANWHA ARIRANG KTB 10Y FUTURES ETF,장기국채선물에 투자하여 금리변동에 따른 자본차익에 집중한 ETF,KRX,8.32,"['한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형)', '한화', 'ETF', '상장지수', 'ARIRANG 국채선물10년', '289670']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
309210-KR,EF0000000352,ARIRANG KRX300헬스케어,Hanwha ARIRANG KRX300 Health Care ETF,KRX300 내 헬스케어 섹터에 속하는 종목에 투자하는 ETF,KRX,2.93,"['한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식)', '한화', 'ETF', '상장지수', 'ARIRANG KRX300헬스케어', '309210']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 5}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
285010-KR,EF0000000355,KBSTAR 200중공업,KB KBSTAR 200 Heavy Industries ETF,코스피 200 지수 내에 중공업 섹터에 속하거나 유사업종에 속한 기업에 투자하는 ETF ,KRX,3.6,"['KBSTAR 200중공업', 'KB', 'ETF', '상장지수', '285010', 'KB KBSTAR 200중공업증권상장지수투자신탁(주식)']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 5}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
291890-KR,EF0000000356,KODEX MSCI EM선물(H),Samsung KODEX SGX MSCI EM Futures ETF(H) Units,MSCI가 산출하는 신흥시장 대표지수에 투자하는 ETF,KRX,4.49,"['삼성 KODEX SGX MSCI EM선물증권상장지수투자신탁(주식-파생형)(H', '삼성', 'ETF', '상장지수', 'KODEX MSCI EM선물(H)', '291890']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 4}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
215620-KR,EF0000000357,HK S&P코리아로우볼,Heungkuk S&P Korea Low Volatility,S&P Korea Broad Market Index(BMI)에서 변동성이 낮은 50개 주식 등에 투자하는 ETF,KRX,4.86,"['흥국 S&P 코리아 로우볼 증권상장지수투자신탁(주식)', '흥국', 'HK S&P코리아로우볼', 'ETF', '상장지수', '흥국 S&P코리아로우볼', '215620']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
310960-KR,EF0000000095,TIGER 200TR,MIRAE ASSET TIGER 200 Total Return ETF,"코스피 200 지수에 투자하면서, 발생하는 배당 수익의 재투자로 복리효과를 기대할 수 있는 ETF",KRX,50.94,"['미래에셋 TIGER 200 TOTAL RETURN 증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 200TR', '310960']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 58}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
277630-KR,EF0000000096,TIGER 코스피,MIRAE ASSET TIGER KOSPI ETF,코스피 시장 전체에 투자하는 ETF,KRX,51.86,"['미래에셋 TIGER 코스피증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 코스피', '277630']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 50}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
256750-KR,EF0000000097,KODEX 차이나심천ChiNext(합성),SAMSUNG KODEX ChiNext ETF(Synth) Units,중국판 나스닥이라 불리는 ChiNext 지수에 투자하는 ETF,KRX,50.23,"['삼성 KODEX 심천CHINEXT증권상장지수투자신탁(주식-파생형)(합', '삼성', 'KODEX 차이나심천ChiNext(합성)', 'ETF', '상장지수', 'KODEX 심천CHINEXT(합성)', '256750']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 65}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
292190-KR,EF0000000098,KODEX KRX300,Samsung KODEX KRX300 ETF,"코스피, 코스닥 종목 중 시가총액, 거래대금을 기준으로 우량기업 300 종목을 선별해 투자하는 ETF",KRX,36.7,"['삼성 KODEX KRX300증권상장지수투자신탁(주식형)', 'ETF', '상장지수', '삼성', 'KODEX KRX300', '292190']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 46}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
363510-KR,EF0000000099,SOL KIS단기통안채,SHBNPP SMART KIS Short-term MSB ETF,금리 변동으로 인한 변동성을 최소화하는 단기통안채에 투자하여 안정적인 수익률 추구하는 ETF,KRX,85.66,"['신한 SMART KIS단기통안채증권상장지수투자신탁[채권]', 'SOL KIS단기통안채', 'ETF', '상장지수', '신한', 'SMART KIS단기통안채', '363510']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 57}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
114820-KR,EF0000000100,TIGER 국채3년,Mirae Asset Tiger KTB3 ETF,3년 만기 국고채 수익률을 따라 투자하는 ETF,KRX,49.68,"['미래에셋맵스 TIGER 국채3년 증권상장지수투자신탁(채권)', 'ETF', '상장지수', '미래에셋맵스', 'TIGER 국채3년', '114820']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 60}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
226490-KR,EF0000000030,KODEX 코스피,Samsung KODEX KOSPI ETF Units,국내 최초의 Total Market Index ETF,KRX,338.0,"['삼성 KODEX 코스피 증권상장지수투자신탁(주식)', 'ETF', '상장지수', '삼성', 'KODEX 코스피', '226490']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 337}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
251350-KR,EF0000000036,KODEX 선진국MSCI World,KODEX MSCI World ETF,MSCI에서 산출하는 선진국 시장을 대표하는 지수에 투자하는 ETF,KRX,301.84,"['삼성 KODEX MSCI WORLD 증권상장지수투자신탁(주식)', 'KODEX 선진국MSCI World', 'ETF', '상장지수', '삼성', 'KODEX 선진국MSCI WORLD', '251350']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 247}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
332940-KR,EF0000000037,HANARO MSCI Korea TR,NH-Amundi HANARO MSCI Korea TR ETF,MSCI KOREA 지수에 투자하면서 배당 수익의 재투자 효과를 누릴 수 있는 ETF,KRX,258.69,"['NH-AMUNDI HANARO MSCI KOREA TOTAL RETURN 증권상장지수투자신탁(주식)', 'HANARO MSCI Korea TR', 'ETF', '상장지수', 'NH-Amundi', 'HANARO MSCI KOREA TR', '332940']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 253}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
261220-KR,EF0000000038,KODEX WTI원유선물(H),SAMSUNG KODEX WTI Oil Futures ETF(H),뉴욕상업거래소(NYMEX)에서 거래되고있는 WTI원유선물 가격의 움직임을 추종하는 ETF,KRX,145.06,"['삼성 KODEX WTI원유선물특별자산상장지수투자신탁(원유-파생', 'ETF', '상장지수', '삼성', 'KODEX WTI원유선물(H)', '261220']","[{'category_topc_id': 'EC0000000008', 'category': '원자재', 'wght_val': 231}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
